,chr,pos (cM),LOD PG_16_0,LOD PG_16_1,LOD PG_18_0,LOD PG_18_2,LOD PG_18_3,LOD MGDG_16_0,LOD MGDG_18_2,LOD MGDG_18_3,LOD DGDG_16_0,LOD DGDG_18_2,LOD DGDG_18_3,LOD PC_16_0,LOD PC_18_1,LOD PC_18_2,LOD PC_18_3,LOD SQDG_16_0,LOD SQDG_18_0,LOD SQDG_18_1,LOD SQDG_18_2,LOD SQDG_18_3,LOD PEPI_16_0,LOD PEPI_18_1,LOD PEPI_18_2,LOD PEPI_18_3,LOD HMP-PG
56,2,3,0.007897191,0.074103122,0.007012087,0.460375386,0.002442155,0.125570044,0.027916665,0.03954808,0.117870001,0.044199782,0.064060236,0.001576937,0.033965124,0.121284574,0.604493356,0.001909467,0.252687731,0.178651085,0.164283846,0.005391969,0.082743007,0.045182411,0.980937931,0.292178362,4.53E-05
57,2,3,0.007897191,0.074103122,0.007012087,0.460375386,0.002442155,0.125570044,0.027916665,0.03954808,0.117870001,0.044199782,0.064060236,0.001576937,0.033965124,0.121284574,0.604493356,0.001909467,0.252687731,0.178651085,0.164283846,0.005391969,0.082743007,0.045182411,0.980937931,0.292178362,4.53E-05
58,2,3.6,0.006409121,0.063197342,0.004967226,0.459373996,0.002471541,0.149190329,0.022957829,0.04355095,0.091723535,0.048419417,0.046504904,0.001259046,0.032165297,0.117717262,0.619200251,0.002024595,0.255014586,0.175902283,0.165027666,0.005176909,0.077912118,0.048348703,0.954626677,0.293434907,5.34E-05
59,2,3.6,0.006409121,0.063197342,0.004967226,0.459373996,0.002471541,0.149190329,0.022957829,0.04355095,0.091723535,0.048419417,0.046504904,0.001259046,0.032165297,0.117717262,0.619200251,0.002024595,0.255014586,0.175902283,0.165027666,0.005176909,0.077912118,0.048348703,0.954626677,0.293434907,5.34E-05
60,2,4.22,0.004871449,0.051928035,0.002854202,0.458339228,0.002501906,0.173597956,0.017833699,0.04768725,0.064705521,0.052779706,0.028364394,0.000930559,0.030305475,0.114031039,0.634397375,0.00214356,0.257419003,0.173061854,0.165796279,0.004954681,0.072920198,0.051620538,0.92743838,0.294733337,6.18E-05
61,2,5,0.002936958,0.037750519,0.000195882,0.457037422,0.002540107,0.204304326,0.011387212,0.052890982,0.030715115,0.05826523,0.005542462,0.0005173,0.027965699,0.109393533,0.653516338,0.002293226,0.260443915,0.169488411,0.166763245,0.004675102,0.066640042,0.055736717,0.893233749,0.296366845,7.23E-05
62,2,5.44,0.004339804,0.03509723,0.000354657,0.436955095,0.005669671,0.198136237,0.019548336,0.068085091,0.028069185,0.07755385,0.006548709,0.001681184,0.027478584,0.103830251,0.647952037,0.002317538,0.274540136,0.159959828,0.162024168,0.005031438,0.06100092,0.051191923,0.895326648,0.295676103,0.002344167
63,2,9.29,0.016614708,0.011880946,0.001743937,0.261234734,0.033053355,0.144165463,0.090958174,0.201033544,0.004917291,0.246329276,0.015353371,0.011865169,0.023216323,0.055151539,0.599264405,0.002530263,0.397882071,0.076584731,0.120557245,0.008149373,0.011658603,0.011424978,0.913639515,0.289632104,0.022222606
64,2,9.89,0.01852768,0.008262824,0.001960449,0.233849743,0.037320942,0.135754433,0.10208698,0.221752784,0.001309204,0.27263194,0.016725526,0.013452284,0.022552074,0.047565247,0.591676722,0.002563415,0.417104191,0.06359121,0.114094867,0.008635285,0.003968891,0.005227532,0.916493468,0.288690182,0.025320544
65,2,10,0.018878392,0.007599502,0.002000142,0.228829161,0.038103333,0.134212411,0.104127261,0.225551311,0.000647721,0.277454095,0.016977088,0.013743255,0.022430295,0.046174426,0.590285647,0.002569493,0.420628246,0.061209064,0.112910098,0.008724369,0.00255911,0.004091334,0.917016693,0.288517496,0.0258885
66,2,10.5,0.019065979,0.007411462,0.012307154,0.222104207,0.035166898,0.1207915,0.094720473,0.20347521,0.004568883,0.264479477,0.015339094,0.017232995,0.030475756,0.052880145,0.608719639,0.004621726,0.403907966,0.06638053,0.112874311,0.007982317,0.011274005,0.017905963,0.939574717,0.26808969,0.024138754
67,2,10.5,0.019065979,0.007411462,0.012307154,0.222104207,0.035166898,0.1207915,0.094720473,0.20347521,0.004568883,0.264479477,0.015339094,0.017232995,0.030475756,0.052880145,0.608719639,0.004621726,0.403907966,0.06638053,0.112874311,0.007982317,0.011274005,0.017905963,0.939574717,0.26808969,0.024138754
68,2,10.5,0.019065979,0.007411462,0.012307154,0.222104207,0.035166898,0.1207915,0.094720473,0.20347521,0.004568883,0.264479477,0.015339094,0.017232995,0.030475756,0.052880145,0.608719639,0.004621726,0.403907966,0.06638053,0.112874311,0.007982317,0.011274005,0.017905963,0.939574717,0.26808969,0.024138754
69,2,10.5,0.019065979,0.007411462,0.012307154,0.222104207,0.035166898,0.1207915,0.094720473,0.20347521,0.004568883,0.264479477,0.015339094,0.017232995,0.030475756,0.052880145,0.608719639,0.004621726,0.403907966,0.06638053,0.112874311,0.007982317,0.011274005,0.017905963,0.939574717,0.26808969,0.024138754
70,2,11.09,0.019287333,0.007189575,0.024469427,0.214168761,0.031701905,0.104954825,0.083620464,0.177425411,0.009195854,0.249169426,0.013406262,0.021350888,0.0399694,0.060792892,0.630471749,0.007043361,0.384178035,0.072482859,0.112832082,0.007106695,0.021557581,0.034207225,0.966193186,0.243984878,0.022074055
71,2,12.92,0.019973903,0.006501348,0.062193089,0.18955543,0.020954554,0.055834289,0.04919162,0.09662688,0.023547307,0.201682321,0.007411204,0.034123337,0.069415786,0.085335821,0.69794016,0.014554534,0.322981808,0.091410423,0.112701101,0.004390784,0.053454095,0.084768767,1.048755554,0.169219105,0.015669988
72,2,15,0.020754267,0.005719102,0.105070256,0.161579621,0.008738985,3.30E-06,0.010059382,0.004790299,0.03985934,0.147707907,0.00059715,0.048640656,0.102884902,0.113231608,0.774625566,0.023091823,0.253425441,0.11292372,0.112552227,0.001303847,0.089708056,0.142237624,1.142596935,0.084239429,0.008391049
73,2,15.39,0.019552082,0.009123124,0.115730081,0.155987659,0.014605913,0.000342007,0.016982118,0.0045073,0.053992974,0.136396753,0.00710524,0.046969145,0.096525431,0.108840077,0.764630591,0.035273227,0.257715467,0.110001308,0.104385503,0.003492784,0.090538698,0.131208595,1.108482755,0.078473525,0.010049062
74,2,16.6,0.015822224,0.019684319,0.148802873,0.138638238,0.032808431,0.00139287,0.03846035,0.003629277,0.097843478,0.101303172,0.027297004,0.041783173,0.076794764,0.095215068,0.73362054,0.073066812,0.271025544,0.100934338,0.079047716,0.010284101,0.093115816,0.096990326,1.002641325,0.060584441,0.015193154
75,2,17.8,0.012123191,0.030158232,0.181602336,0.121432201,0.050860515,0.002435048,0.059761075,0.002758511,0.141331581,0.066499621,0.047321895,0.036640061,0.05722716,0.081702663,0.70286677,0.110548054,0.284225622,0.091942302,0.053919333,0.017019292,0.095671636,0.063054853,0.897674618,0.0428432,0.020294733
76,2,18.4,0.010273675,0.035395189,0.198002067,0.112829182,0.059886557,0.002956137,0.070411438,0.002323127,0.163075632,0.049097845,0.05733434,0.034068505,0.047443358,0.074946461,0.687489885,0.129288676,0.29082566,0.087446283,0.041355142,0.020386887,0.096949547,0.046087117,0.845191265,0.03397258,0.022845523
77,2,19.62,0.006512992,0.046043667,0.231348188,0.095336377,0.07823951,0.004015685,0.092067176,0.001437848,0.207288537,0.013714235,0.077692979,0.028839674,0.027549627,0.061208849,0.656223552,0.167394605,0.304245739,0.07830438,0.015807953,0.027234331,0.099547964,0.011586052,0.738475113,0.015935652,0.028032128
78,2,19.62,0.006512992,0.046043667,0.231348188,0.095336377,0.07823951,0.004015685,0.092067176,0.001437848,0.207288537,0.013714235,0.077692979,0.028839674,0.027549627,0.061208849,0.656223552,0.167394605,0.304245739,0.07830438,0.015807953,0.027234331,0.099547964,0.011586052,0.738475113,0.015935652,0.028032128
79,2,20,0.005341631,0.049360406,0.241734684,0.089887799,0.083956003,0.004345708,0.098812406,0.001162105,0.221059769,0.00269311,0.084034194,0.027211022,0.021353219,0.056929921,0.646484858,0.179263665,0.308425763,0.075456902,0.007850631,0.029367141,0.100357307,0.000839819,0.705235656,0.010317592,0.029647628
80,2,22.09,0.003489738,0.043061187,0.212632976,0.086107442,0.072794966,0.01750703,0.10409457,0.013159989,0.284573158,0.048003431,0.106343569,0.041985366,0.012449665,0.046107821,0.597895756,0.286777133,0.245232517,0.051572143,0.016467033,0.038274588,0.084211155,0.003189556,0.68544671,0.013244438,0.028670076
81,2,22.68,0.002966954,0.041282939,0.204417662,0.08504026,0.069644243,0.021222427,0.105585708,0.016546951,0.302502775,0.060794383,0.112641431,0.046156114,0.009936222,0.043052779,0.584179215,0.317127824,0.227393276,0.044829555,0.018899415,0.04078913,0.07965315,0.003852879,0.679860357,0.014070677,0.028394116
